"Organisation Name","Town/City","County","Type & Rating","Route"
"A3Pro Ltd","London",,"Temporary Worker (A rating)","Creative Worker"
"A3S SOLUTIONS LIMITED","London",,"Worker (A rating)","Skilled Worker"
"A4 Trading Limited T/A Flora Indica","London",,"Worker (A rating)","Skilled Worker"
"A4S SERVICES LIMITED","London",,"Worker (A rating)","Skilled Worker"
"AA & EVA LIMITED","LONDON",,"Worker (A rating)","Skilled Worker"
"AA Access Partnership Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"AA Access Partnership Limited","London",,"Worker (A rating)","Skilled Worker"
"AA Arts Limited","London",,"Worker (A rating)","Skilled Worker"
"AA AUTOMOTIVE SEAT COVERS LTD","London",,"Worker (A rating)","Skilled Worker"
"AA Car Fleet Ltd","London",,"Worker (A rating)","Skilled Worker"
"AA ELECTRICAL AND MECHANICAL SERVICES LTD","London",,"Worker (A rating)","Skilled Worker"
"AA Estate Agency Limited","London",,"Worker (A rating)","Skilled Worker"
"AA Financial Bizz Limited","London",,"Worker (A rating)","Skilled Worker"
"AA Homes and Housing (Metro Point) Limited","London",,"Worker (A rating)","Skilled Worker"
"AA Lighting Limited","London",,"Worker (A rating)","Skilled Worker"
"AA MERCHANT SERVICE LTD","london",,"Worker (A rating)","Skilled Worker"
"AA Plus Plumbing Ltd","London",,"Worker (A rating)","Skilled Worker"
"AA Produce Limited","London",,"Worker (A rating)","Skilled Worker"
"AA Retail Shops Ltd","London",,"Worker (A rating)","Skilled Worker"
"AA4 Services Ltd","London",,"Worker (A rating)","Skilled Worker"
"AAA Dentalab Ltd","London",,"Worker (A rating)","Skilled Worker"
"AAA Trading Project LTD","London",,"Worker (A rating)","Skilled Worker"
"AAAA Communications Limited t/a Media Guru","London",,"Worker (A rating)","Skilled Worker"
"AABRU LIMITED","LONDON",,"Worker (A rating)","Skilled Worker"
"Aadam Foods Limited  T/A Western Foods & Wine Express","London",,"Worker (A rating)","Skilled Worker"
"AAFAQ Bookstore","Holborn","London","Worker (A rating)","Global Business Mobility: UK Expansion Worker"
"AAHAR VEGETARIAN LIMITED","Hayes","Greater London","Worker (A rating)","Skilled Worker"
"AAIWA LONDON HR LIMITED","Ilford, London",,"Worker (A rating)","Global Business Mobility: UK Expansion Worker"
"AAJUBA LTD","London",,"Worker (A rating)","Skilled Worker"
"AAKANSHA SHARMA COUNSELLING LTD","London",,"Worker (A rating)","Skilled Worker"
"Aalto Capital LLP","London",,"Worker (A rating)","Skilled Worker"
"AAM ELECTRICAL SERVICES LTD","LONDON",,"Worker (A rating)","Skilled Worker"
"AAM PHARMA LTD T/A  AR CHEMIST","LONDON",,"Worker (A rating)","Skilled Worker"
"AAMBROS TRADING LTD"," London, England",,"Worker (A rating)","Skilled Worker"
"AAR International, Inc.","London",,"Worker (A rating)","Skilled Worker"
"AAR International, Inc.","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"AARAA ENGINEERING LTD","London",,"Worker (A rating)","Skilled Worker"
"Aarani And Aarujan Ltd T/a BP","London",,"Worker (A rating)","Skilled Worker"
"Aareon UK Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Aareon UK Limited","London",,"Worker (A rating)","Skilled Worker"
"Aares Enterprise Ltd","London","England","Worker (A rating)","Skilled Worker"
"Aarnia Ltd T/A Liquorsave Supermarket","London",,"Worker (A rating)","Skilled Worker"
"Aaro Capital Limited","London",,"Worker (A rating)","Skilled Worker"
"Aaron & Newton Co Ltd","London",,"Worker (A rating)","Skilled Worker"
"Aaron and aaron ltd t/a gola restaurant","London",,"Worker (A rating)","Skilled Worker"
"Aaryan Holdings Limited T/A Aaraya Hotel London","London",,"Worker (A rating)","Skilled Worker"
"Aaryan Hyde Park Ltd T/A The Hyde Park Green Hotel","London",,"Worker (A rating)","Skilled Worker"
"AARYAN MOBILE AND COMPUTER SERVICES LIMITED","London,","United Kingdom","Worker (A rating)","Skilled Worker"
"AAS Mid-Cap UK Branch","London",,"Worker (A rating)","Skilled Worker"
"AAS Mid-Cap UK Branch","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"AASEYA SOFTWARE SERVICES (UK)  LTD","LONDON",,"Worker (A rating)","Skilled Worker"
"AASEYA SOFTWARE SERVICES (UK)  LTD","LONDON",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"AASEYA SOFTWARE SERVICES (UK)  LTD","LONDON",,"Temporary Worker (A rating)","Global Business Mobility: Graduate Trainee"
"Aash Pharm Limited T/A Horn Lane Pharmacy","London",,"Worker (A rating)","Skilled Worker"
"Aashni and Co Limited","Notting Hill","London","Worker (A rating)","Skilled Worker"
"Aashni and Co Limited","Notting Hill","London","Temporary Worker (A rating)","Creative Worker"
"AAYAN CONSTRUCTIONS UK LIMITED","London","England","Worker (A rating)","Skilled Worker"
"AAYNA LONDON LTD","London",,"Worker (A rating)","Skilled Worker"
"AB Dental Ltd","London",,"Worker (A rating)","Skilled Worker"
"AB Energy UK","London",,"Worker (A rating)","Skilled Worker"
"AB HOUSEHOLDS UK LIMITED","London",,"Worker (A rating)","Skilled Worker"
"AB InBev UK Ltd","London",,"Worker (A rating)","Skilled Worker"
"AB InBev UK Ltd","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"AB InBev UK Ltd","London",,"Temporary Worker (A rating)","Global Business Mobility: Graduate Trainee"
"AB OFFLICENCE LTD","London",,"Worker (A rating)","Skilled Worker"
"AB PRESTIGE GROUP LIMITED","London",,"Worker (A rating)","Skilled Worker"
"Ab Rogers Limited","London",,"Worker (A rating)","Skilled Worker"
"AB Solar Consulting Ltd","London",,"Worker (A rating)","Skilled Worker"
"AB TASTY LIMITED LTD","London",,"Worker (A rating)","Skilled Worker"
"Abacus Cambridge Partners Ltd","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Abacus Cambridge Partners Ltd","London",,"Worker (A rating)","Skilled Worker"
"Abacus Information Technology UK Limited","London",,"Worker (A rating)","Skilled Worker"
"Abacus Information Technology UK Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Abacus Lease Investment Limited","London","London","Worker (A rating)","Skilled Worker"
"ABBAS MEAT LTD","LONDON",,"Worker (A rating)","Skilled Worker"
"Abbey Accountants London Limited","London",,"Worker (A rating)","Skilled Worker"
"ABBEY CARE CENTRE LIMITED T/A Bhakti Shyama care Centre","London",,"Worker (A rating)","Skilled Worker"
"Abbey lodge care home limited","london colony","St Albans","Worker (A rating)","Skilled Worker"
"Abbey Tyres And Mechanic Limited","London",,"Worker (A rating)","Skilled Worker"
"Abbey's Premier","London",,"Worker (A rating)","Skilled Worker"
"ABBOTTSWAY ENGINEERING LTD","london","London","Worker (A rating)","Skilled Worker"
"ABBSEUO UK LTD","London",,"Worker (A rating)","Skilled Worker"
"ABBVL Limited","London","Greater London","Worker (A rating)","Skilled Worker"
"ABC CAFE WEST LONDON LIMITED","Southall",,"Worker (A rating)","Skilled Worker"
"Abc Daycare Ltd","London","London","Worker (A rating)","Skilled Worker"
"ABC EDUCATION CONSULTANCY LTD","London",,"Worker (A rating)","Skilled Worker"
"ABC International Bank Plc","London",,"Worker (A rating)","Skilled Worker"
"ABC International Bank Plc","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"ABC LETTERS","LONDON","LONDON","Worker (A rating)","Skilled Worker"
"ABC Maintence London","London","Greater London","Worker (A rating)","Skilled Worker"
"ABC MOBIL LTD","London",,"Worker (A rating)","Skilled Worker"
"ABC Studio Childcare Ltd","London",,"Worker (A rating)","Skilled Worker"
"ABDUL KADIR T/A AUTO MASTER","London",,"Worker (A rating)","Skilled Worker"
"ABDULLAH CHILDCARE LIMITED","London",,"Worker (A rating)","Skilled Worker"
"ABDULLAH TRAVELS LIMITED","London",,"Worker (A rating)","Skilled Worker"
"ABDULLAH'S GROUP LIMITED","Chesnut","London","Worker (A rating)","Skilled Worker"
"Abdus Samad Arshad (Sole Trader)","London",,"Worker (A rating)","Skilled Worker"
"ABDV2ltd","london","London","Worker (A rating)","Skilled Worker"
"ABeam Consulting Ltd., UK Branch","London",,"Worker (A rating)","Skilled Worker"
"ABeam Consulting Ltd., UK Branch","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Abel & Cole Ltd","London",,"Worker (A rating)","Skilled Worker"
"Abel & Imray","London",,"Worker (A rating)","Skilled Worker"
"Abel Care LTD","London","Essex","Worker (A rating)","Skilled Worker"
"Abelini Limited","Garden London",,"Worker (A rating)","Skilled Worker"
"Abell Limited","London",,"Worker (A rating)","Skilled Worker"
"Abell Morliss International Limited","Canary Wharf","London","Worker (A rating)","Skilled Worker"
"Aber Soft Limited","London",,"Worker (A rating)","Skilled Worker"
"Abesta Limited","London",,"Worker (A rating)","Skilled Worker"
"Abex Capital Limited","LONDON",,"Worker (A rating)","Skilled Worker"
"ABG SUNDAL COLLIER LIMITED","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"ABI Interiors International Limited","London",,"Worker (A rating)","Skilled Worker"
"ABICHEM CARE LTD","London",,"Worker (A rating)","Skilled Worker"
"Abiglobal Foods Ltd","LONDON",,"Worker (A rating)","Skilled Worker"
"ABIKE ADE FOUNDATION","London",,"Temporary Worker (A rating)","Creative Worker"
"Abilities Development Ltd","London","Middlesex","Worker (A rating)","Skilled Worker"
"ABILITY FOCUS LIMITED","London",,"Worker (A rating)","Skilled Worker"
"ABINAN LTD","London",,"Worker (A rating)","Skilled Worker"
"Abingworth LLP","London",,"Worker (A rating)","Skilled Worker"
"Abingworth LLP","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Abingworth LLP","London",,"Worker (A rating)","Skilled Worker"
"Abintus Consulting Limited","London",,"Worker (A rating)","Skilled Worker"
"Abis Resources Limited","London",,"Worker (A rating)","Skilled Worker"
"Abitant Ltd","London","Westminster","Worker (A rating)","Skilled Worker"
"Abkari Ltd","London",,"Worker (A rating)","Skilled Worker"
"ABL London Limited","LONDON",,"Worker (A rating)","Skilled Worker"
"AbleCare (PHILIPHAUGH) LTD","London",,"Worker (A rating)","Skilled Worker"
"Ably Real-Time Ltd","London",,"Worker (A rating)","Skilled Worker"
"ABM GLOBAL COMPLIANCE (UK) LTD","London",,"Worker (A rating)","Skilled Worker"
"ABMI Engineering UK Ltd","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"ABMI Engineering UK Ltd","London",,"Worker (A rating)","Skilled Worker"
"ABN AMRO Bank N.V., UK Branch","London",,"Worker (A rating)","Skilled Worker"
"ABN AMRO Bank N.V., UK Branch","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"ABN AMRO Bank N.V., UK Branch","London",,"Temporary Worker (A rating)","Global Business Mobility: Graduate Trainee"
"Abney Dental Practice","London",,"Worker (A rating)","Skilled Worker"
"ABNORMAL SECURITY UK LTD","London",,"Worker (A rating)","Skilled Worker"
"ABOVE & BEYOND CREATIVE LTD T/AS ABOVE + BEYOND","LONDON",,"Worker (A rating)","Skilled Worker"
"ABPI","London",,"Worker (A rating)","Skilled Worker"
"ABR Tamwil Ltd T/A ABR Chartered Accountants","London",,"Worker (A rating)","Skilled Worker"
"Abrams & Chronicle Books Ltd","London","London","Worker (A rating)","Skilled Worker"
"Abraxys Ltd","London","London","Worker (A rating)","Skilled Worker"
"ABS DEVELOPMENT GROUP LTD","London",,"Worker (A rating)","Skilled Worker"
"ABS Europe Limited","London",,"Worker (A rating)","Skilled Worker"
"ABS Europe Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"ABS Transport Limited","London",,"Worker (A rating)","Skilled Worker"
"Absa Securities United Kingdom Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Absa Securities United Kingdom Limited","London",,"Worker (A rating)","Skilled Worker"
"ABSCapCo Limited","London",,"Worker (A rating)","Skilled Worker"
"ABSOLUTE AI LTD","London",,"Worker (A rating)","Skilled Worker"
"Absolute Options UK Limited","London","LONDON","Worker (A rating)","Skilled Worker"
"Absolute Pilates Plus LTD","London",,"Worker (A rating)","Skilled Worker"
"Absolute Post Ltd","London",,"Worker (A rating)","Skilled Worker"
"Absolute Retail Consulting Limited T/A AbsoluteLabs","London",,"Worker (A rating)","Skilled Worker"
"Absolutely Fad Limited","London",,"Worker (A rating)","Skilled Worker"
"Abt Britain Limited","London",,"Worker (A rating)","Skilled Worker"
"Abt Britain Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"ABT Construction Ltd","London",,"Worker (A rating)","Skilled Worker"
"ABT CONSTRUCTION SERVICES LTD","London",,"Worker (A rating)","Skilled Worker"
"ABT Europe Ltd.","London",,"Worker (A rating)","Skilled Worker"
"Abtrace Limited","London",,"Worker (A rating)","Skilled Worker"
"ABU BANGLADESH LIMITED","London",,"Worker (A rating)","Skilled Worker"
"Abundance Vibes Ltd.","London",,"Worker (A rating)","Skilled Worker"
"ABZ TRADING LIMITED","London",,"Worker (A rating)","Skilled Worker"
"Abza Group Ltd","London",,"Worker (A rating)","Skilled Worker"
"AC Fashion Design Limited","London",,"Worker (A rating)","Skilled Worker"
"AC Gilead Solicitors","London",,"Worker (A rating)","Skilled Worker"
"AC Talent Sport & Entertainment UK Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"AC Talent Sport & Entertainment UK Limited","London",,"Worker (A rating)","Skilled Worker"
"ACA Compliance (Europe) Limited","London",,"Worker (A rating)","Skilled Worker"
"ACA Compliance (Europe) Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Aca Studios Ltd","London",,"Worker (A rating)","Skilled Worker"
"Acacia Care","London",,"Worker (A rating)","Skilled Worker"
"ACACIA COMMUNITY CARE LIMITED"," London",,"Worker (A rating)","Skilled Worker"
"Acacia Systems Pty Ltd","Putney","London","Worker (A rating)","Global Business Mobility: UK Expansion Worker"
"Academia One Limited","London",,"Worker (A rating)","Skilled Worker"
"Academia Park Ltd","London",,"Worker (A rating)","Skilled Worker"
"ACADEMIC LANGUGAGE SOLUTIONS- ITEP LTD","LONDON",,"Worker (A rating)","Global Business Mobility: UK Expansion Worker"
"ACADEMIC PLACEMENT SERVICES LTD","LONDON",,"Worker (A rating)","Skilled Worker"
"Academic Research House UK Limited","London",,"Worker (A rating)","Skilled Worker"
"Academies Enterprise Trust","London",,"Worker (A rating)","Skilled Worker"
"ACADEMY BY NICO LIMITED","London",,"Worker (A rating)","Skilled Worker"
"Academy Films Ltd","LONDON",,"Temporary Worker (A rating)","Creative Worker"
"ACADEMY HOSPITALITY LTD","London",,"Worker (A rating)","Skilled Worker"
"Academy Music Group","London",,"Worker (A rating)","Skilled Worker"
"Academy Music Group","London",,"Temporary Worker (A rating)","Creative Worker"
"Academy of Medical Royal Colleges","London",,"Temporary Worker (A rating)","Government Authorised Exchange"
"Academy of Motion Picture Arts and Sciences","London",,"Worker (A rating)","Skilled Worker"
"Academy of Motion Picture Arts and Sciences","London",,"Temporary Worker (A rating)","Creative Worker"
"Academy of Motion Picture Arts and Sciences","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Acadian Asset Management (UK) Limited","London","England","Worker (A rating)","Skilled Worker"
"Acadian Asset Management (UK) Limited","London","England","Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"ACAMS (UK) Ltd","London",,"Worker (A rating)","Skilled Worker"
"ACAMS (UK) Ltd","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"ACANA CARE LTD T/A ACANA SUPPLIES","London",,"Worker (A rating)","Skilled Worker"
"Acap Advisory Ltd","London",,"Worker (A rating)","Skilled Worker"
"Acar Supermarket Limited","London",,"Worker (A rating)","Skilled Worker"
"Acast Stories Limited","London",,"Worker (A rating)","Skilled Worker"
"Acaster Lloyd Consulting Ltd","LONDON",,"Worker (A rating)","Skilled Worker"
"ACC POLSKI SUPERMARKET LIMITED","KILBURN","LONDON","Worker (A rating)","Skilled Worker"
"Accedo UK Limited","London",,"Worker (A rating)","Skilled Worker"
"Accedo UK Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Accel Capital Partners Ltd","London",,"Worker (A rating)","Skilled Worker"
"Accel Partners Management LLP","London",,"Worker (A rating)","Skilled Worker"
"Accelex Technology Limited","London",,"Worker (A rating)","Skilled Worker"
"ACCELLENCY LIMITED","LONDON",,"Worker (A rating)","Skilled Worker"
"ACCENT International Consortium for Academic Programs Abroad, Ltd.","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Accent Marketing and Research Limited","London",,"Worker (A rating)","Skilled Worker"
"Accentra Technologies Ltd","London",,"Worker (A rating)","Skilled Worker"
"Accentra Technologies Ltd","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Accenture (UK) Limited","London",,"Worker (A rating)","Skilled Worker"
"Accenture (UK) Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Accenture Song Brand UK Limited","London",,"Worker (A rating)","Skilled Worker"
